Data	AN	Data (sfarsit)	Nume Comp.	Moțiune	INFOs.	CA Team	TEMA	P/I	TIPOLOGIE	NIVEL	LIMBA	Runda	DRAW	Observatii	Lipsa	Link	TAGs (WIP)	TEMA 1	TEMA 2	TEMA 3
13-apr.-2018	2018	15-apr.-2018	Cluj Open 2018	AP ar permite instalarea orașelor de tip charter în țările în curs de dezvoltare.	Stabilirea unui oraș de tip charter implică ca o țară în curs de dezvoltare să închirieze teren nelocuit (pe termen lung) unei țări dezvoltate. Țara dezvoltată construiește și guvernează acest nou oraș de tip charter pentru o perioadă pre-determinată (def. conform Paul Romer).	CA: Ada Ionescu, Alin Postolache, Lucian Cîmpeanu; DCA: Mădălina Voinea	Dezvoltare, Economie, Relatii Internationale	Prepared	Prescriptiv	General	Romana	R2, R4, Finala	General					Dezvoltare	Economie	Relatii Internationale
13-apr.-2018	2018	15-apr.-2018	Cluj Open 2018	AP ar opri finantarea din bani publici a explorarii spatiale.		CA: Ada Ionescu, Alin Postolache, Lucian Cîmpeanu; DCA: Mădălina Voinea	Stiinta si tehnologie	Prepared	Prescriptiv	General	Romana	R3, R5	Runde					Stiinta si tehnologie		
13-apr.-2018	2018	15-apr.-2018	Cluj Open 2018	AP nu ar concedia sau retrage titlurile si premiile niciunei celebritati acuzate de infractiuni contra libertatii sexuale, fara sa fie in prealabil condamnat definitiv de catre o instanta penala pentru asemenea infractiuni.		CA: Ada Ionescu, Alin Postolache, Lucian Cîmpeanu; DCA: Mădălina Voinea	Arta si Cultura, Moralitate, Justitie	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Arta si Cultura	Moralitate	Justitie
13-apr.-2018	2018	15-apr.-2018	Cluj Open 2018	AP ar implementa sistemul de credite sociale în toate economiile dezvoltate.	Sistemul de credite sociale este un sistem de categorisire socială folosit de către anumite state. Presupune evaluarea cetățenilor în funcție de parametri precum: numărul și gravitatea infracțiunilor săvârșite, neplata la timp a facturilor sau ratelor, obiecte cumpărate, interacțiuni sociale (de la cele mai banale la cele mai personale), comportament online, comportament în trafic etc. În baza evaluării acestor parametri de către stat, cetățenii primesc un scor. Cei cu scoruri mici se confruntă cu o serie de restricții. Acestora li se poate împiedica obținerea de posturi în instituții publice, obținerea de credite bancare, înscrierea copiilor la școala dorită sau accesul la servicii medicale non-esențiale.	CA: Ada Ionescu, Alin Postolache, Lucian Cîmpeanu; DCA: Mădălina Voinea	Politici Sociale, Dezvoltare	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Politici Sociale	Dezvoltare	
27-apr.-2018	2018	29-apr.-2018	Chropen Timisoara 2018	AP ar obliga toti producatorii de carne sa inginereasca genetic animalele pentru a nu mai simti durere.	O tehnologie de inginerie genetica nou inventata poate face animalele sa nu mai simta durere. Aceasta nu prezinta vreun risc de sanatate, dar face gustul carnii sa fie mult mai putin placut, acesta ducand la scaderi ale vanzarilor	CA: Cosmin Tenie, George Mesaros, Anca Goldis; Honorary CA: Radu Stoita.	Moralitate, Stiinta si tehnologie	Impromptu	Prescriptiv	General	Romana	R1	Runde					Moralitate	Stiinta si tehnologie	
27-apr.-2018	2018	29-apr.-2018	Chropen Timisoara 2018	AP ar obliga firmele farmaceutice sa plateasca despăgubiri pacientilor ce au avut de suferit de pe urma crizei opiaceelor din SUA.		CA: Cosmin Tenie, George Mesaros, Anca Goldis; Honorary CA: Radu Stoita.	Medicina, Economie	Prepared	Prescriptiv	General	Romana	R2	Runde					Medicina	Economie	
27-apr.-2018	2018	29-apr.-2018	Chropen Timisoara 2018	AP regreta existenta conceptului de suflet pereche.		CA: Cosmin Tenie, George Mesaros, Anca Goldis; Honorary CA: Radu Stoita.	Trenduri Sociale	Impromptu	Descriptiv	General	Romana	R3	Runde					Trenduri Sociale		
27-apr.-2018	2018	29-apr.-2018	Chropen Timisoara 2018	APCC programele de ajustari structurale (Structural Adjustment Programmes) promovate de institutiile Bretton Woods (eg Fondul Monetar International, Banca Mondiala) au facut mai mult rau decat bine.		CA: Cosmin Tenie, George Mesaros, Anca Goldis; Honorary CA: Radu Stoita.	Dezvoltare, Economie	Prepared	Descriptiv	General	Romana	R4, Finala	General					Dezvoltare	Economie	
27-apr.-2018	2018	29-apr.-2018	Chropen Timisoara 2018	AP regreta caracterul puternic comercial al apei din ziua de astazi, care reprezinta o resursa necesara vietii. (campanii agresive de marketing, diferentierea intre marcile de apa etc).		CA: Cosmin Tenie, George Mesaros, Anca Goldis; Honorary CA: Radu Stoita.	Afaceri, Moralitate, Libertati	Impromptu	Descriptiv	General	Romana	Sfert	Eliminatorii					Afaceri	Moralitate	Libertati
27-apr.-2018	2018	29-apr.-2018	Chropen Timisoara 2018	AP nu ar sanctiona medicii care aleg sa nu respecte ordinele de nerescuscitare.	Manevrele de resuscitare sunt proceduri salvatoare de viata care sunt folosite ca ultima solutie pentru pacienti a caror inima s-a oprit si/sau respiratia nu mai functioneaza (aceasta poate duce la oprirea inimii si la leziuni cerebrale la randul sau). In mod obisnuit, medicii si alte cadre medicale fac tot posibilul pentru a salva viata oricarui pacient si recurg la manevrele de resuscitare oricand este nevoie. Un ordin de neresuscitare este un document legal prin care un viitor pacient isi exprima fara echivoc dorinta de a nu i se efectua manevre de resuscitare. Ca orice alt document legal, incalcarea lui este sanctionabila in justitie si considerata echivalenta cu malpraxisul.	CA: Cosmin Tenie, George Mesaros, Anca Goldis; Honorary CA: Radu Stoita.	Medicina, Justitie, Moralitate	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Medicina	Justitie	Moralitate
5-mai-2018	2018	6-mai-2018	ARGO Premiership 2018	AP ar interzice mass media sa expuna elemente din viata privata a politicienilor		Serban Pitic, Marina Dobrinescu, Valentin Zamfir	Mass/Social Media, Politica	Impromptu	Prescriptiv	General	Romana	R1	Runde					Mass/Social Media	Politica	
5-mai-2018	2018	6-mai-2018	ARGO Premiership 2018	AP sustine miscarea #deletefacebook.		Serban Pitic, Marina Dobrinescu, Valentin Zamfir	Mass/Social Media	Prepared	Prescriptiv	General	Romana	R2, R4, Finala	General					Mass/Social Media		
5-mai-2018	2018	6-mai-2018	ARGO Premiership 2018	AP crede că tolerarea glumelor pe seama persoanelor din grupuri dezvantajate, marginalizate sau minoritare face mai mult rău decât bine.		Serban Pitic, Marina Dobrinescu, Valentin Zamfir	Minoritati, Arta si Cultura, LOL	Impromptu	Descriptiv	General	Romana	R3	Runde					Minoritati	Arta si Cultura	LOL
5-mai-2018	2018	6-mai-2018	ARGO Premiership 2018	AP, ca parinte sarac, intr-un stat subdezvoltat, ar investii exlusiv in educatia celui mai talentat copil.		Serban Pitic, Marina Dobrinescu, Valentin Zamfir	Familie, Educatie, Minoritati	Impromptu	Prescriptiv	General	Romana	Finala Novici	Eliminatorii					Familie	Educatie	Minoritati
5-mai-2018	2018	6-mai-2018	ARGO Premiership 2018	AP crede că organizațiile pentru drepturile LGBT+ ar trebui să expună identitatea LGBT+ a persoanelor publice, atunci când au certitudinea acestui fapt.		Serban Pitic, Marina Dobrinescu, Valentin Zamfir	LGBT+, Mass/Social Media	Impromptu	Prescriptiv	General	Romana	Semi Avansati	Eliminatorii					LGBT+	Mass/Social Media	
18-mai-2018	2018	20-mai-2018	Pache Open 2018	AP crede că în zonele subdezvoltate din punct de vedere socio-economic, școlile ar trebui să se concentreze pe dezvoltarea aptitudinilor vocaționale (ex. tâmplărie, dulgherie, muncă electrică, muncă tehnică, croitorie, mecanică etc.)		CA: Ureche Monica, George Mesaros; DCA: Letitia Roman; JCA: Robert Ciugolia, Victor Băjan	Educatie	Impromptu	Prescriptiv	General	Romana	R1	Runde					Educatie		
18-mai-2018	2018	20-mai-2018	Pache Open 2018	AP regretă creșterea în popularitate a Youtube în detrimentul mediei tradiționale.		CA: Ureche Monica, George Mesaros; DCA: Letitia Roman; JCA: Robert Ciugolia, Victor Băjan	Mass/Social Media	Impromptu	Descriptiv	General	Romana	R2	Runde					Mass/Social Media		
18-mai-2018	2018	20-mai-2018	Pache Open 2018	AP ar interzice oricărui tratament, serviciu sau ritual să susțină că are orice efect de vindecare până când nu este testat, și dovedit ca fiind mai eficient decât efectul placebo, de către o autoritate națională.		CA: Ureche Monica, George Mesaros; DCA: Letitia Roman; JCA: Robert Ciugolia, Victor Băjan	Medicina	Impromptu	Prescriptiv	General	Romana	R3	Runde					Medicina		
18-mai-2018	2018	20-mai-2018	Pache Open 2018	AP, ca astronaut, s-ar înscrie în Mars One.	Mars One este un program spațial care are ca scop stabilirea primei colonii pe planeta Marte. Voluntarii care vor pleca își asumă faptul că nu se vor mai întoarce.	CA: Ureche Monica, George Mesaros; DCA: Letitia Roman; JCA: Robert Ciugolia, Victor Băjan	Stiinta si tehnologie	Impromptu	Prescriptiv	General	Romana	R4	Runde					Stiinta si tehnologie		
18-mai-2018	2018	20-mai-2018	Pache Open 2018	AP ar interzice arhitectura ostila.	Arhitectura ostila reprezinta obiecte de mobilier urban, instalatii stradale, anumite tipuri de cladiri sau materiale de constructii ce au ca scop descurajarea sau impedicarea peroanelor fara adopast sa se refugieze in spatii publice. ex: banci incomode pe care nu se poate dormi, instalatii metalice sub podurile unde stau persoane fara adapost etc.)	CA: Ureche Monica, George Mesaros; DCA: Letitia Roman; JCA: Robert Ciugolia, Victor Băjan	Arta si Cultura, Libertati	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Arta si Cultura	Libertati	
18-mai-2018	2018	20-mai-2018	Pache Open 2018	AP nu ar permite universitatilor sa refuze evenimente ale personalitatilor pe care le considera controversate din punct de vedere politic.		CA: Ureche Monica, George Mesaros; DCA: Letitia Roman; JCA: Robert Ciugolia, Victor Băjan	Educatie, Libertati	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Educatie	Libertati	
18-mai-2018	2018	20-mai-2018	Pache Open 2018	AP ar distruge aceasta tehnologie.	O tehnologie care permite mintilor umane sa fie stocate digital si descarcate in corpuri noi a fost inventata. Daca corpul unei persoane moare si aceasta isi permite, mintea lor poate fi reincarcata intr-un nou corp creat sintetic. 	CA: Ureche Monica, George Mesaros; DCA: Letitia Roman; JCA: Robert Ciugolia, Victor Băjan	Stiinta si tehnologie, Moralitate	Impromptu	Prescriptiv	General	Romana	Finala	Eliminatorii					Stiinta si tehnologie	Moralitate	
2-iun.-2018	2018	3-iun.-2018	TMOpen	AP ar conditiona dreptul de vot de trecerea unui test de cultura generala.		CA: Mihai Morar, Lucian Campeanu, Vlad Surdea, Monica Ureche, Andreea Barnut	Politica, Arta si Cultura	Impromptu	Prescriptiv	General	Romana	R1	Runde					Politica	Arta si Cultura	
2-iun.-2018	2018	3-iun.-2018	TMOpen	AP crede ca Romania ar trebui sa implementeze masuri agresive de liberalizare economica ( privatizarea companiilor nationale, renuntarea la subventii, liberalizarea totala a comertului, etc)		CA: Mihai Morar, Lucian Campeanu, Vlad Surdea, Monica Ureche, Andreea Barnut	Economie	Prepared	Prescriptiv	General	Romana	R2	Runde					Economie		
2-iun.-2018	2018	3-iun.-2018	TMOpen	AP regreta aplicatiile de dating.		CA: Mihai Morar, Lucian Campeanu, Vlad Surdea, Monica Ureche, Andreea Barnut	Trenduri Sociale, Experienta Umana?	Impromptu	Descriptiv	General	Romana	R3	Runde					Trenduri Sociale	Experienta Umana?	
2-iun.-2018	2018	3-iun.-2018	TMOpen	AP ar obliga toti furnizorii de servicii online sa ofere si o versiune platita a acestora care nu colecteaza nicio informatie cu caracter personal despre utilizatori.		CA: Mihai Morar, Lucian Campeanu, Vlad Surdea, Monica Ureche, Andreea Barnut	Stiinta si tehnologie, Afaceri	Prepared	Prescriptiv	General	Romana	R4	Runde					Stiinta si tehnologie	Afaceri	
2-iun.-2018	2018	3-iun.-2018	TMOpen	AP crede ca Coreea de Nord si Coreea de Sud ar trebui sa participe la evenimentele sportive internationale cu echipa reunita care sa contina sportivi din ambele tari.	La Campionatul Mondial de tenis de masa echipe 2018, in sferturile de finala trebuiau sa se intalneasca Coreea de Nord si Coreea de Sud. Acesta au refuzat sa joace una contra celeilalte si au negociat impreuna cu Federatia Internationala de Tenis de Masa sa continue turneul ca o reprezentativa unica. Au fost invinsi 3-0 in semifinale de Japonia. La Jocurile Olimpice de Iarna 2018, cele doua state au avut o echipa unica de hochei pe gheata feminin.	CA: Mihai Morar, Lucian Campeanu, Vlad Surdea, Monica Ureche, Andreea Barnut	Relatii Internationale, Sport	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Relatii Internationale	Sport	
2-iun.-2018	2018	3-iun.-2018	TMOpen	AP crede ca mass media ar trebui sa difuzeze in intregime si necenzurat atrocitatile razboiului.		CA: Mihai Morar, Lucian Campeanu, Vlad Surdea, Monica Ureche, Andreea Barnut	Mass/Social Media, Securitate Razboi si Armata	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Mass/Social Media	Securitate Razboi si Armata	
2-iun.-2018	2018	3-iun.-2018	TMOpen	AP ar permite utilizarea U.I.T. 3000.	S-a inventat U.I.T. 3000. Acest dispozitiv permite stergerea selectiva a oricarei amintiri. Procesul este ireversibil. Tehnologia este accesibila la scara larga si nu prezinta niciun risc atasat utilizarii.	CA: Mihai Morar, Lucian Campeanu, Vlad Surdea, Monica Ureche, Andreea Barnut	Stiinta si tehnologie, Libertati	Impromptu	Prescriptiv	General	Romana	Finala	Eliminatorii					Stiinta si tehnologie	Libertati	
3-iun.-2018	2018		Funky Debates	AP ar introduce la examenul de bacalaureat o proba obligatorie de cunostinte civice (drepturile si obligatiile cetatenilor, rolul institutiilor publice, etc.)		CA: Andra Banu; DCA: Victor Bajan	Educatie, Politica	Impromptu	Prescriptiv		Romana	R1	Runde					Educatie	Politica	
3-iun.-2018	2018		Funky Debates	AP crede că părinții ar trebui sa dețină un vot suplimentar pentru fiecare copil.		CA: Andra Banu; DCA: Victor Bajan	Politica, Familie	Prepared	Prescriptiv		Romana	R2	Runde					Politica	Familie	
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP ar sanctiona faulturile din sport ce prezinta un grad ridicat de violenta ca infractiune.		CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Sport, Justitie	Impromptu	Prescriptiv	General	Romana	R1	Runde					Sport	Justitie	
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP l-ar recunoaste legal pe J.A.R.V.I.S. ca tutorele lui Tony Stark.	In urma evenimentelor din Avengers Infinity War, Tony Stark revine la obiceiurile sale distructive (consum excesiv de alcool, substante psihoactive etc.) si o stare profunda de depresie. Realizand starea sa precara de stabilitate mentala si emotionala, acesta decide sa il numeasca pe J.A.R.V.I.S. tutorele sau legal.	CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Stiinta si tehnologie, Familie, LOL	Impromptu	Prescriptiv	General	Romana	R2	Runde					Stiinta si tehnologie	Familie	LOL
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP crede ca Romania ar trebui sa subventioneze programe de certificare profesionala pentru cetatenii care nu au absolvit invatamantul minim obligatoriu ("10 clase").		CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Educatie, Afaceri	Impromptu	Prescriptiv	General	Romana	R3	Runde					Educatie	Afaceri	
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP nu i-ar condamna la inchisoare pe cei care au comis infractiuni non-violente. (dare/luare de mita, consum de droguri, furt, evaziune fiscala, etc).		CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Justitie	Impromptu	Prescriptiv	General	Romana	R4	Runde					Justitie		
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP crede ca migratia catre statele prospere ale UE (Germania, Danemarca, Franta, etc.) din tarile sarace (Romania, Bulgaria, Croatia, etc.) este un fenomen benefic.		CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Relatii Internationale, Trenduri Sociale	Impromptu	Descriptiv	General	Romana	R5	Runde					Relatii Internationale	Trenduri Sociale	
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP ar introduce un plafon maxim pentru fondurile destinate campaniilor electorale.		CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Politica	Impromptu	Prescriptiv	General	Romana	R6	Runde					Politica		
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP crede ca investitiile in energia nucleara sunt esentiale si necesare pentru supravietuirea si extinderea umanitatii.		CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Stiinta si tehnologie, Economie	Impromptu	Descriptiv	General	Romana	Sfert	Eliminatorii					Stiinta si tehnologie	Economie	
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP, ca NATO, ar incerca sa il dea jos pe Vladimir Putin prin orice mijloace realiste (atacuri cibernetice, masluirea/influentarea alegerilor, manipularea opiniei publice, etc).		CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Securitate Razboi si Armata, Relatii Internationale	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Securitate Razboi si Armata	Relatii Internationale	
9-aug.-2018	2018	12-aug.-2018	Campina Impromptu Open 2018	AP ar permite statelor sa limiteze indatorarea cetatenilor mai degraba decat sa lase piata/bancile sa limiteze creditarea.	Creditarea este un proces prin care o entitate obtine bani cu imprumut de la o institutie financiara, de regula o banca. Bancile efectueaza un proces de "scoring" pentru a decide daca acorda sau nu si in ce conditii acorda un credit catre un cetatean. Scoringul este facut prin analiza istoricului persoanei (daca a mai luat credite si daca este un bun-platnic), a veniturilor, a bunurilor detinute in proprietate (masini, imobile care pot servi ca si garantii in cazul in care nu plateste creditul) si a altor criterii. Exista perioade in care bancile decid sa ofere credite mai usor din diverse motive (situatie economica favorabila, potential de profit mai mare), iar alte perioade in care decid sa acorde credite foarte greu, intrucat riscurile sunt prea mari.	CA: Cosmin Tenie, Ada Ionescu, Victor Negoescu	Economie, Libertati	Impromptu	Prescriptiv	General	Romana	Finala	Eliminatorii					Economie	Libertati	
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP ar interzice afisarea sondajelor in timpul campaniilor electorale.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Politica, Mass/Social Media	Impromptu	Prescriptiv	General	Romana	R1	Runde					Politica	Mass/Social Media	
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP crede ca Uniunea Europeana ar trebui sa opreasca finantarea Politicii Agricole Comune.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Relatii Internationale, Dezvoltare	Prepared	Prescriptiv	General	Romana	R2, Finala	General					Relatii Internationale	Dezvoltare	
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP crede ca, in campaniile pentru protectia refugiatilor, nu ar trebui sa se foloseasca materiale explicite care infatiseaza suferinta acestora.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Politica, Mass/Social Media, Minoritati	Impromptu	Prescriptiv	General	Romana	R3	Runde					Politica	Mass/Social Media	Minoritati
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP crede că UEFA ar trebui să implementeze sistemul de draft (NBA, NHL, NFL) pentru selecția tinerilor jucători în fiecare dintre statele membre.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Sport	Prepared	Prescriptiv	General	Romana	R4	Runde					Sport		
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP crede ca statele membre ale Uniunii Europene ar trebui sa reduca saptamana de lucru la 30 de ore.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Afaceri, Relatii Internationale	Impromptu	Prescriptiv	General	Romana	R5	Runde					Afaceri	Relatii Internationale	
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP crede că democratiile liberale ar trebui sa inlocuiasca fortele nationale de securitate (politie, jandarmerie) cu contractori privati in zonele cu criminalitate ridicata de pe teritoriile acestora.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Securitate Razboi si Armata	Prepared	Prescriptiv	General	Romana	R6, Optimi Duble	General					Securitate Razboi si Armata		
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP ar permite deținuților să își reducă pedeapsa prin participarea la teste clinice pentru medicamente de mare risc aflate în faza de cercetare.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Justitie, Medicina	Impromptu	Prescriptiv	General	Romana	R7	Runde					Justitie	Medicina	
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP sustine feminismul de tip individualist.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Feminism		Descriptiv	General	Romana	R8	Runde					Feminism		
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP ar obliga toți salariații din Uniunea Europeană să devină membri cotizanți ai unui sindicat.	Un sindicat este o organizație a lucrătorilor constituită în scopul apărării drepturilor prevăzute de legislație și de contractele colective de muncă, precum și promovării intereselor profesionale, sociale, culturale și sportive ale membrilor acestora. Ca o caracteristică generală pentru țările din Europa, numărul membrilor de sindicat a scăzut semnificativ în ultima perioadă.	CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Afaceri, Relatii Internationale	Impromptu	Prescriptiv	General	Romana	Optimi	Eliminatorii					Afaceri	Relatii Internationale	
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP ar criminaliza negarea încălzirii globale.		CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Mediu, Justitie	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Mediu	Justitie	
22-aug.-2018	2018	27-aug.-2018	FNDA 2018 - ACORD	AP crede că SUA nu ar fi trebuit să aplice politica de a nu lăsa niciun soldat în urmă în cazul lui Bowe Bergdhal.	Bowe Bergdhal este un soldat american care și-a părăsit postul din Afghanistan în mod voluntar în iunie 2009, din cauza nemulțumirilor legate de conducerea unității sale și a modului general de desfășurare a războiului. Plănuia să se întoarcă câteva zile mai târziu. Acesta a fost, însă, capturat de către talibani și ținut prizonier pentru o perioadă de 5 ani. Datorită politicii de a nu lăsa niciun soldat în urmă, în tot acest timp, SUA a depus eforturi active pentru salvarea lui Bowe. În mai 2014, acesta a fost eliberat de către talibani ca urmare a unui acord realizat între Statele Unite și trupele talibane prin care SUA a eliberat 5 prizonieri talibani din închisoarea Guantanamo. În octombrie 2017, Bowe a semnat un acord de recunoaștere a vinovăției în raport cu acuzațiile de dezertare și comportament neadecvat în fața inamicului.	CA: Mihai Morar, Theo Simion; DCA: Cosmin Cristea, Madalina Voinea, Livia Rusu; Jr CA: Damian Ovidiu Cristian, Ioana Stanciu, Robert Ciugolia	Securitate Razboi si Armata	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Securitate Razboi si Armata		
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THBT streaming platforms (e.g. Netflix, Spotify) should remove content by artists who have have committed immoral acts (eg. ragcism, antisemitism, sexual assault, domestic abuse).		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Arta si Cultura, Stiinta si tehnologie, Moralitate	Impromptu	Prescriptiv	General	Engleza	R1	Runde					Arta si Cultura	Stiinta si tehnologie	Moralitate
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THBT significant social issues (ex. abortion, gay marriage, religious rights) should not be decided by referendum.		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Politica, Politici Sociale, Libertati	Prepared	Prescriptiv	General	Engleza	R2	Runde					Politica	Politici Sociale	Libertati
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THW cap rent prices for residential properties in large urban centres.		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Afaceri, Economie	Prepared	Prescriptiv	General	Engleza	R3	Runde					Afaceri	Economie	
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THBT developed countries should remove policies designed to limit the number of foreign workers employed by a company (for example, increased taxes on foreign hires, maximum ratios of foreign-to-local employees etc).		CA: Sharmila Parmanand, Ioana Covei, ?, Paidamwoyo Mangondo	Afaceri, Minoritati	Impromptu	Prescriptiv	General	Engleza	R4	Runde					Afaceri	Minoritati	
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	TTHBT tribal courts in indigenous communities should be allowed to try civil and criminal cases within their territory.		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Justitie, Minoritati	Prepared	Prescriptiv	General	Engleza	R5	Runde					Justitie	Minoritati	
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THW require doctors to report evidence of domestic abuse to the police.		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Medicina, Justitie	Impromptu	Prescriptiv	General	Engleza	R6	Runde					Medicina	Justitie	
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THBT developing countries should abandon resource extraction industries.		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Dezvoltare	Impromptu	Prescriptiv	General	Engleza	Optimi Partiale	Eliminatorii					Dezvoltare		
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THBT war crimes and crimes against humanity should be tried in domestic courts as opposed to in the ICC.		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Securitate Razboi si Armata, Justitie	Impromptu	Prescriptiv	General	Engleza	Optimi	Eliminatorii					Securitate Razboi si Armata	Justitie	
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	TH opposes the further expansion of the EU in the Western Balkans (prospective candidates are Albania, Bosnia and Herzegovina, Macedonia, Montenegro, Serbia, and Kosovo).		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Relatii Internationale	Impromptu	Prescriptiv	General	Engleza	Semi	Eliminatorii					Relatii Internationale		
30-aug.-2018	2018	3-sept.-2018	ARGO Open 2018	THBT publicly funded universities should be required to reduce enrolment in degree programs within their university that have statistically poor employment outcomes.		CA: Sharmila Parmanand, Ioana Covei, Ioana Covei, Paidamwoyo Mangondo	Educatie, Afaceri	Impromptu	Prescriptiv	General	Engleza	Finala	Eliminatorii					Educatie	Afaceri	
26-oct.-2018	2018	28-oct.-2018	Focșani Mixt Team Open	AP ar interzice gradinile zoologice.		Victor Bajan, Raluca Slobozeanu	Moralitate, Afaceri	Impromptu	Prescriptiv	Incepator	Romana	R1	Runde		infoslide semi			Moralitate	Afaceri	
